order_id,customer_id,customer_name,product_id,product_name,category,quantity,unit_price_eur,discount_pct,tax_rate,total_amount_eur,payment_method,payment_status,order_date,shipping_city,shipping_country,shipping_method,delivery_date,delivery_status,warehouse_id,customer_segment,device_type,return_requested,customer_satisfaction_score,created_at
ORD-2023028612,CUST-298548,Anna Becker,PROD-88799,Nike Max 6644,Toys,1.0,423.96,0.0,0.19,572.32,Klarna,Completed,2025-04-04,Hamburg,DE,standard,2025-12-13,DELIVERED,WH-CGN,New,Desktop,False,2.0,2023-07-24 14:52:00
ORD-2023028613,CUST-490774,Sophie Klein,PROD-17556,Nike Plus 2530,Food,5.0,697.37,0.0,0.19,1040.43,Klarna,Failed,2025-05-25,Nuremberg,DE,Standard,2023-05-16,Delivered,WH-DRS,Regular,Tablet,False,2.0,2023-01-09 18:53:00
ORD-2023028614,CUST-502355,Sarah Klein,PROD-32880,Apple Pro 3717,Books,4.0,370.99,18.87,0.07,837.07,Klarna,completed,05/24/2023,Cologne,Germany,Standard,2023-08-09,Shipped,WH-FRA,Budget,Tablet,True,2.0,2023-06-11 13:37:00
ORD-2023028615,CUST-935567,Michael Wagner,PROD-45297,Bosch Plus 6141,Beauty,4.0,399.34,0.0,0.19,1890.6,Bank Transfer,Refunded,2023-11-09,Hamburg,DE,Next Day,04-04-2024,In Transit,WH-DRS,VIP,mobile,False,2.0,2023-05-14 17:17:00
ORD-2023028616,CUST-197455,Max Schulz,PROD-69006,Nike Pro 5902,Toys,2.0,195.48,0.0,0.19,375.66,PayPal,Failed,2024-12-27,Dresden,Deutschland,express,05 Mar 2023,Delivered,WH-MUC,New,mobile,True,5.0,2023-02-01 08:40:00
ORD-2023028617,CUST-402790,Anna Muller,PROD-80939,IKEA Max 771,Sports,6.0,949.34,0.0,0.19,1041.14,Credit Card,Pending,2024-05-12,,Germany,Pickup,2025-08-09,In Transit,WH-HAM,New,Tablet,False,5.0,2023-11-07 10:50:00
ORD-2023028618,CUST-164709,Anna Agyeman,PROD-27719,Samsung Plus 2659,Books,3.0,695.94,1.54,0.19,1857.06,PayPal,Refunded,2023-05-23,Bremen,Germany,express,10-10-2024,Shipped,WH-DRS,Regular,Desktop,True,,2023-12-08 08:16:00
ORD-2023028619,CUST-859699,Petra Wagner,PROD-96299,Bosch Pro 2552,Beauty,4.0,553.07,0.0,0.19,683.68,Invoice,pending,2023-05-11,Leipzig,GERMANY,Express,2024-12-31,delivered,WH-MUC,Budget,Mobile,False,2.0,2023-06-22 08:27:00
ORD-2023028620,CUST-346658,Andreas Bauer,PROD-70296,Apple Plus 5682,Clothing,2.0,122.76,14.6,0.19,118.35,credit_card,Pending,2023-05-05,Berlin,Germany,Next Day,2025-03-05,Cancelled,WH-CGN,Premium,mobile,True,1.0,2023-12-04 07:48:00
ORD-2023028621,CUST-679896,Sabine Sowah,PROD-57935,Bosch Pro 7605,Electronics,3.0,585.51,0.0,0.19,1873.07,credit_card,pending,2025-10-19,Dusseldorf,DE,Express,2023-12-24,DELIVERED,WH-CGN,Premium,Tablet,False,,2023-09-10 06:02:00
ORD-2023028622,CUST-403419,Felix Sowah,PROD-51482,Adidas Plus 9315,Beauty,3.0,125.68,2.85,0.19,255.24,Credit Card,Completed,2025-01-31,Dusseldorf,DE,Standard,2025-08-03,delivered,WH-DRS,VIP,Tablet,False,5.0,2023-01-06 23:39:00
ORD-2023028623,CUST-434836,Mia Agyeman,PROD-65600,Bosch Max 3701,Home,2.0,729.2,0.0,0.19,352.49,Klarna,completed,2023-04-08,Dusseldorf,GERMANY,Next Day,15 Feb 2024,Delivered,WH-CGN,VIP,Mobile,True,4.0,2023-12-16 06:38:00
ORD-2023028624,CUST-781444,Mia Klein,PROD-45115,IKEA Pro 4451,Clothing,2.0,132.71,0.0,0.07,876.37,Credit Card,Refunded,2023-04-02,Bremen,Deutschland,express,12/07/2025,Cancelled,WH-DRS,Regular,MOBILE,True,,2023-07-07 13:32:00
ORD-2023028625,CUST-355819,Daniel Sowah,PROD-60966,Apple Plus 7724,Electronics,1.0,956.19,0.0,0.19,487.09,paypal,Pending,2023-08-21,Stuttgart,Germany,Standard,2025-10-19,Shipped,WH-MUC,Regular,Tablet,True,1.0,2023-05-09 15:14:00
ORD-2023028626,CUST-772297,Andreas Schneider,PROD-74227,Samsung Pro 847,Books,2.0,58.65,0.0,0.19,1541.15,PayPal,Completed,2023-10-05,Bremen,Germany,express,2024-05-29,Shipped,WH-CGN,Regular,MOBILE,True,4.0,2023-12-18 13:00:00
ORD-2023028627,CUST-189183,Leon Osei,PROD-88202,Adidas Pro 563,Home,5.0,822.16,8.16,0.19,1555.16,Bank Transfer,COMPLETED,2024-05-21,Stuttgart,Germany,Pickup,2025-08-16,Delivered,WH-FRA,VIP,Desktop,False,,2023-12-03 04:56:00
ORD-2023028628,CUST-718274,Sarah Schulz,PROD-11273,IKEA Plus 9985,Toys,1.0,579.09,0.0,0.19,1410.77,PayPal,COMPLETED,2023-09-18,Dresden,Germany,Standard,2025-03-02,Cancelled,WH-HAM,Regular,mobile,False,,2023-08-08 11:06:00
ORD-2023028629,CUST-635124,Lukas Fischer,PROD-51904,Bosch Plus 9288,Food,4.0,243.08,0.0,0.19,1303.26,Credit Card,completed,2025-05-26,Frankfurt,Deutschland,standard,04/15/2023,Delivered,WH-CGN,Regular,Desktop,True,,2023-05-20 23:12:00
ORD-2023028630,CUST-891797,Sophie Weber,PROD-53768,Adidas Plus 3473,Home,3.0,355.72,0.0,0.19,424.39,Invoice,COMPLETED,2025-11-24,Hanover,DE,standard,01/21/2025,DELIVERED,WH-CGN,Regular,Desktop,False,4.0,2023-06-14 23:11:00
ORD-2023028631,CUST-149665,Petra Becker,PROD-58109,Adidas Plus 2873,Books,1.0,651.02,0.0,0.19,703.54,PayPal,completed,13/03/2025,Hamburg,Germany,Next Day,17/11/2025,Pending,WH-HAM,Budget,MOBILE,False,,2023-01-10 16:25:00
ORD-2023028632,CUST-924357,Hanna Klein,PROD-81446,Adidas Plus 4174,Electronics,1.0,198.72,7.46,0.19,657.03,Bank Transfer,completed,2024-06-18,,GERMANY,Standard,10/11/2023,Delivered,WH-MUC,Regular,MOBILE,False,5.0,2023-04-14 01:49:00
ORD-2023028633,CUST-606030,Max Meyer,PROD-79047,Bosch Pro 2863,Toys,1.0,193.52,0.0,0.07,523.68,Bank Transfer,completed,2023-01-26,Hanover,Germany,Next Day,2024-01-21,DELIVERED,WH-FRA,Premium,Desktop,False,3.0,2023-03-05 17:55:00
ORD-2023028634,CUST-389788,Sarah Klein,PROD-53754,Apple Max 5386,Beauty,1.0,460.62,0.0,0.19,469.05,PayPal,completed,2025-04-08,Duisburg,GERMANY,Pickup,2024-12-16,Shipped,WH-FRA,Budget,Desktop,True,,2023-01-24 13:37:00
ORD-2023028635,CUST-541597,Lisa Muller,PROD-13961,Bosch Max 3118,Clothing,5.0,562.69,0.0,0.19,1608.29,PayPal,Completed,2025-06-19,Hanover,DE,Standard,2024-09-14,Cancelled,WH-HAM,Premium,MOBILE,False,,2023-01-26 05:13:00
ORD-2023028636,CUST-921075,Sarah Osei,PROD-66353,Bosch Max 6767,Clothing,1.0,484.2,0.0,0.19,595.27,paypal,Refunded,2023-03-24,Nuremberg,Deutschland,standard,06-08-2023,Delivered,WH-MUC,VIP,Tablet,True,2.0,2023-05-26 20:45:00
ORD-2023028637,CUST-887559,Christina Sowah,PROD-56884,IKEA Max 3138,Toys,2.0,35.73,0.61,0.19,86.01,Klarna,COMPLETED,2023-08-29,Duisburg,Deutschland,standard,2025-06-19,In Transit,WH-BER,Regular,Tablet,False,5.0,2023-04-17 21:00:00
ORD-2023028638,CUST-903664,Thomas Sowah,PROD-17008,Apple Pro 885,Toys,2.0,50.87,4.5,0.19,1637.16,credit_card,Failed,2024-11-17,Dortmund,Germany,standard,2023-10-04,delivered,WH-CGN,Budget,mobile,True,1.0,2023-11-11 22:32:00
ORD-2023028639,CUST-997806,Sarah Sowah,PROD-17797,Apple Plus 4314,Clothing,3.0,82.63,0.0,0.19,1850.4,PayPal,Completed,2023-02-08,Nuremberg,Germany,standard,16-10-2024,Shipped,WH-MUC,Budget,Desktop,False,,2023-12-06 10:07:00
ORD-2023028640,CUST-677064,Felix Bauer,PROD-24759,Samsung Pro 2054,Clothing,2.0,975.03,0.0,0.07,157.37,Credit Card,Refunded,02/07/2025,Dortmund,Deutschland,express,2023-03-04,In Transit,WH-DRS,New,Mobile,True,2.0,2023-07-09 01:24:00
ORD-2023028641,CUST-772676,David Schulz,PROD-36016,Bosch Plus 5509,Toys,1.0,422.7,25.03,0.19,1355.12,paypal,Refunded,2024-11-07,Munich,Germany,standard,03 Oct 2025,DELIVERED,WH-HAM,New,Mobile,True,2.0,2023-03-12 00:26:00
ORD-2023028642,CUST-244968,Sophie Klein,PROD-64704,IKEA Pro 1705,Beauty,3.0,579.54,0.0,0.19,1930.42,PayPal,Refunded,25/12/2024,Dusseldorf,DE,Express,10/24/2025,DELIVERED,WH-CGN,VIP,Desktop,False,5.0,2023-10-10 02:18:00
ORD-2023028643,CUST-304459,Hanna Schulz,PROD-51733,Adidas Plus 6387,Electronics,4.0,831.58,0.0,0.07,686.87,Credit Card,Pending,11-10-2025,Nuremberg,Deutschland,Next Day,2023-11-14,Delivered,WH-MUC,Premium,Tablet,True,,2023-08-13 06:38:00
ORD-2023028644,CUST-430156,Mia Osei,PROD-56868,IKEA Plus 8274,Beauty,5.0,852.09,0.0,0.19,1276.56,credit_card,completed,2025-04-23,Dresden,Deutschland,Standard,08/18/2024,delivered,WH-BER,VIP,Mobile,True,5.0,2023-02-03 05:09:00
ORD-2023028645,CUST-424356,Petra Becker,PROD-72413,Samsung Pro 7572,Clothing,1.0,170.37,0.0,0.07,331.22,Credit Card,Pending,2023-09-01,Bremen,Deutschland,Next Day,2023-12-28,Delivered,WH-MUC,Regular,Tablet,False,,2023-06-07 00:24:00
ORD-2023028646,CUST-528519,Petra Sowah,PROD-83475,Adidas Pro 7487,Toys,2.0,944.8,0.0,0.19,474.4,paypal,completed,2024-10-20,Berlin,GERMANY,Pickup,2025-10-19,delivered,WH-CGN,VIP,Mobile,True,3.0,2023-05-19 14:42:00
ORD-2023028647,CUST-717298,Sophie Klein,PROD-41364,Samsung Pro 2864,Food,4.0,197.73,4.73,0.07,1011.83,Credit Card,Completed,2025-01-08,Essen,GERMANY,Next Day,01/27/2023,delivered,WH-BER,Budget,Desktop,False,,2023-09-09 17:51:00
ORD-2023028648,CUST-431761,Leon Schmidt,PROD-71741,Samsung Pro 3013,Sports,1.0,746.78,0.0,0.19,1353.84,Klarna,completed,2025-11-15,Hamburg,Deutschland,Standard,2024-09-25,DELIVERED,WH-DRS,VIP,mobile,True,1.0,2023-10-25 10:51:00
ORD-2023028649,CUST-972475,Sabine Klein,PROD-57962,Apple Max 1965,Sports,3.0,599.78,0.0,0.19,63.48,Credit Card,completed,2025-08-30,Bremen,Deutschland,Express,2024-03-25,Shipped,WH-HAM,VIP,MOBILE,True,4.0,2023-03-18 15:47:00
ORD-2023028650,CUST-809132,Thomas Weber,PROD-39253,Samsung Pro 8879,Home,2.0,152.36,0.0,0.19,1529.66,Klarna,Pending,2025-10-11,Duisburg,Deutschland,Express,2025-06-10,DELIVERED,WH-FRA,Budget,Desktop,False,2.0,2023-06-04 17:38:00
ORD-2023028651,CUST-928485,Christina Becker,PROD-25740,Apple Max 5272,Food,3.0,42.39,0.0,0.19,683.35,Klarna,Completed,2023-04-28,Hamburg,Deutschland,Pickup,2024-10-06,Cancelled,WH-MUC,New,Tablet,False,1.0,2023-12-22 15:48:00
ORD-2023028652,CUST-202401,Thomas Agyeman,PROD-14029,Nike Pro 9618,Sports,1.0,421.61,0.0,0.19,1352.7,credit_card,completed,2023-04-21,Leipzig,DE,express,2023-04-10,Cancelled,WH-DRS,New,MOBILE,False,,2023-11-11 22:26:00
ORD-2023028653,CUST-136563,Andreas Koch,PROD-69165,Bosch Max 5945,Electronics,3.0,635.93,29.53,0.19,1144.77,Invoice,COMPLETED,23/02/2025,Dusseldorf,DE,Next Day,2023-04-14,Pending,WH-BER,Budget,mobile,True,,2023-08-09 09:29:00
ORD-2023028654,CUST-103827,Petra Weber,PROD-22858,Apple Max 409,Clothing,2.0,951.8,0.0,0.19,65.92,paypal,pending,2023-10-13,Hanover,GERMANY,Pickup,2023-04-01,Delivered,WH-DRS,Budget,Desktop,True,4.0,2023-05-24 23:16:00
ORD-2023028655,CUST-308200,Daniel Boateng,PROD-53479,Adidas Max 3517,Sports,2.0,127.44,0.0,0.19,236.05,Klarna,Pending,2023-07-09,Stuttgart,Deutschland,Pickup,2024-04-03,Shipped,WH-BER,Regular,mobile,True,5.0,2023-05-18 22:25:00
ORD-2023028656,CUST-868957,Daniel Schmidt,PROD-18760,Apple Pro 8481,Toys,3.0,416.24,15.58,0.19,1199.6,credit_card,Completed,09-12-2023,Stuttgart,DE,standard,2023-09-08,Cancelled,WH-HAM,Premium,MOBILE,True,,2023-04-22 18:39:00
ORD-2023028657,CUST-910648,Anna Schneider,PROD-96681,Samsung Pro 4827,Home,5.0,972.41,0.0,0.19,825.17,Klarna,Pending,2023-07-05,Duisburg,Germany,Standard,2025-11-20,In Transit,WH-HAM,Premium,Tablet,True,N/A,2023-08-26 15:16:00
ORD-2023028658,CUST-117722,Christina Richter,PROD-33698,Bosch Max 6596,Food,3.0,601.28,28.71,0.19,1898.8,paypal,Completed,2023-01-24,Munich,DE,Pickup,2025-10-24,Shipped,WH-FRA,Regular,Mobile,False,4.0,2023-09-26 09:32:00
ORD-2023028659,CUST-579245,David Richter,PROD-56770,Nike Pro 6891,Home,4.0,352.35,4.32,0.19,1320.37,credit_card,Failed,2024-09-20,Cologne,Germany,standard,2024-02-25,DELIVERED,WH-DRS,VIP,Mobile,True,4.0,2023-07-06 12:01:00
ORD-2023028660,CUST-975876,Andreas Klein,PROD-28704,IKEA Max 6454,Sports,6.0,651.27,18.66,0.19,305.35,Klarna,COMPLETED,2024-07-12,Hamburg,GERMANY,Standard,2024-09-10,DELIVERED,WH-CGN,VIP,Mobile,False,,2023-06-12 02:36:00
ORD-2023028661,CUST-888106,Christina Fischer,PROD-15656,Nike Pro 5122,Toys,3.0,779.57,0.0,0.19,244.44,Invoice,Pending,2023-07-25,Essen,Germany,express,2023-04-16,Cancelled,WH-FRA,New,Desktop,True,,2023-11-18 07:04:00
ORD-2023028662,CUST-523915,Thomas Klein,PROD-77452,Nike Plus 9371,Sports,4.0,826.52,0.0,0.19,1344.09,Klarna,pending,01/24/2025,Essen,Deutschland,standard,2025-03-11,Pending,WH-BER,Budget,Mobile,True,3.0,2023-06-02 10:14:00
ORD-2023028663,CUST-291238,Felix Muller,PROD-67886,Bosch Max 2251,Clothing,4.0,82.79,0.0,0.19,1808.05,PayPal,pending,2023-04-16,Bremen,Germany,express,2024-07-09,Pending,WH-DRS,Premium,mobile,False,,2023-04-13 23:34:00
ORD-2023028664,CUST-103678,Michael Bauer,PROD-55949,Nike Max 2921,Electronics,1.0,939.92,0.0,0.19,361.82,Invoice,Failed,24-06-2025,Berlin,Germany,express,2024-05-30,Delivered,WH-FRA,New,MOBILE,True,,2023-07-14 03:01:00
ORD-2023028665,CUST-488034,David Weber,PROD-94949,Adidas Pro 8529,Clothing,2.0,349.93,0.0,0.19,1919.37,paypal,Completed,02/19/2025,Dresden,Deutschland,Standard,2024-02-05,In Transit,WH-HAM,VIP,mobile,False,N/A,2023-03-14 00:11:00
ORD-2023028666,CUST-957074,Thomas Wolf,PROD-25012,Samsung Pro 2339,Books,1.0,64.44,11.56,0.19,1595.47,credit_card,Pending,2023-04-28,Berlin,Germany,Standard,2025-09-26,DELIVERED,WH-BER,VIP,mobile,False,1.0,2023-10-04 16:51:00
ORD-2023028667,CUST-955197,Lisa Wolf,PROD-11430,Samsung Plus 8714,Sports,4.0,55.92,22.1,0.19,1498.26,Klarna,completed,2023-11-05,Dusseldorf,DE,Express,2025-05-16,Pending,WH-FRA,Regular,Desktop,True,,2023-01-19 13:28:00
ORD-2023028668,CUST-392497,Michael Richter,PROD-94396,Adidas Plus 7241,Beauty,1.0,404.33,0.0,0.07,1399.08,Invoice,Completed,2024-04-14,Nuremberg,Deutschland,standard,2025-12-20,Pending,WH-FRA,New,Desktop,False,5.0,2023-09-02 09:35:00
ORD-2023028669,CUST-445426,Andreas Mensah,PROD-34162,Adidas Plus 1143,Beauty,2.0,503.67,22.5,0.19,894.76,Bank Transfer,completed,2024-03-14,Leipzig,DE,standard,07/02/2025,In Transit,WH-MUC,New,MOBILE,True,,2023-02-01 19:56:00
ORD-2023028670,CUST-878247,Anna Schmidt,PROD-73460,Apple Max 9968,Food,2.0,878.03,0.0,0.19,352.63,Credit Card,Pending,2025-10-12,Stuttgart,Deutschland,express,2025-12-29,delivered,WH-CGN,Premium,Desktop,False,N/A,2023-07-26 18:38:00
ORD-2023028671,CUST-716904,Max Meyer,PROD-27731,Adidas Plus 9828,Home,5.0,972.77,0.0,0.19,730.04,credit_card,Failed,2023-11-27,Dusseldorf,GERMANY,Express,2024-04-22,In Transit,WH-HAM,Premium,Tablet,False,,2023-04-21 14:59:00
ORD-2023028672,CUST-497608,Michael Wagner,PROD-65881,Bosch Pro 1711,Food,7.0,391.57,0.0,0.19,1452.83,Credit Card,Refunded,23/08/2023,Nuremberg,Deutschland,standard,2023-05-17,Delivered,WH-FRA,Regular,MOBILE,True,,2023-10-27 15:49:00
ORD-2023028673,CUST-558788,Emma Becker,PROD-61912,Apple Max 9406,Toys,2.0,614.63,10.42,0.19,1974.48,paypal,completed,2023-03-02,Essen,GERMANY,Pickup,2024-09-07,Shipped,WH-DRS,Premium,Tablet,False,,2023-06-23 01:03:00
ORD-2023028674,CUST-974607,Michael Weber,PROD-19179,Bosch Plus 9374,Clothing,2.0,112.71,0.0,0.19,1014.87,Bank Transfer,Pending,2024-04-11,Dresden,DE,Standard,2025-02-02,delivered,WH-CGN,Premium,mobile,True,5.0,2023-10-27 15:22:00
ORD-2023028675,CUST-178153,Sabine Koch,PROD-84827,Apple Plus 8239,Books,3.0,509.83,0.36,0.19,731.98,Credit Card,Pending,2025-09-20,Frankfurt,Germany,Pickup,03/31/2025,Cancelled,WH-BER,Regular,MOBILE,True,4.0,2023-06-04 19:04:00
ORD-2023028676,CUST-447505,Paul Weber,PROD-33464,Nike Plus 4921,Beauty,2.0,337.57,0.0,0.19,1449.06,PayPal,completed,2024-08-14,Hanover,DE,Express,2023-02-16,delivered,WH-BER,New,Tablet,True,3.0,2023-02-27 23:52:00
ORD-2023028677,CUST-120494,Thomas Koch,PROD-30262,Apple Plus 3982,Sports,3.0,682.05,21.9,0.07,1035.1,Klarna,Pending,2024-05-01,Cologne,GERMANY,Standard,2024-05-25,In Transit,WH-MUC,Budget,Desktop,True,5.0,2023-08-20 22:19:00
ORD-2023028678,CUST-822502,Sarah Koch,PROD-33360,Bosch Max 6159,Sports,1.0,360.81,27.67,0.19,127.56,PayPal,Refunded,2024-03-02,Dresden,GERMANY,Standard,08 Mar 2023,In Transit,WH-CGN,Regular,MOBILE,True,5.0,2023-04-20 17:05:00
ORD-2023028679,CUST-148315,Christina Agyeman,PROD-83413,Nike Plus 9790,Clothing,4.0,244.16,23.11,0.07,1368.21,Bank Transfer,Refunded,2025-10-29,Frankfurt,GERMANY,standard,14 Jan 2023,Cancelled,WH-FRA,Budget,MOBILE,True,,2023-04-24 04:22:00
ORD-2023028680,CUST-557086,David Weber,PROD-41293,Adidas Pro 8558,Beauty,3.0,332.06,0.0,0.19,889.12,Klarna,Completed,2025-08-31,,DE,Express,2025-02-02,Delivered,WH-HAM,Regular,Desktop,True,,2023-01-05 19:32:00
ORD-2023028681,CUST-553876,Petra Weber,PROD-24252,Apple Max 2627,Sports,3.0,170.45,12.44,0.19,1981.52,Credit Card,completed,2023-11-30,Dortmund,Germany,Pickup,2025-06-17,In Transit,WH-BER,New,Desktop,False,3.0,2023-08-18 13:27:00
ORD-2023028682,CUST-800912,Hanna Schulz,PROD-17263,Bosch Plus 332,Sports,1.0,355.05,26.6,0.19,359.61,Bank Transfer,COMPLETED,2024-01-18,Essen,DE,standard,2023-06-27,In Transit,WH-BER,Premium,Desktop,True,1.0,2023-07-17 18:38:00
ORD-2023028683,CUST-508875,Anna Meyer,PROD-76892,IKEA Pro 6055,Clothing,2.0,113.71,0.0,0.07,342.39,Bank Transfer,pending,2025-12-31,Dresden,DE,Standard,19/01/2024,delivered,WH-MUC,VIP,Desktop,False,,2023-01-07 23:53:00
ORD-2023028684,CUST-542584,Paul Fischer,PROD-68270,Bosch Max 779,Home,1.0,515.07,0.0,0.19,130.89,Bank Transfer,Pending,10/05/2025,Berlin,Germany,Next Day,2023-12-15,Cancelled,WH-DRS,Premium,Desktop,False,,2023-09-26 15:55:00
ORD-2023028685,CUST-381723,Lisa Agyeman,PROD-29688,Samsung Max 7576,Books,1.0,796.16,0.0,0.19,1565.0,Credit Card,Refunded,2025-05-12,Bremen,Deutschland,standard,2024-02-03,Delivered,WH-HAM,Budget,Desktop,True,,2023-02-06 05:29:00
ORD-2023028686,CUST-196497,Anna Richter,PROD-11660,Samsung Plus 3200,Beauty,7.0,125.77,0.0,0.19,279.09,Klarna,pending,2023-11-17,Bremen,GERMANY,express,2025-09-17,In Transit,WH-DRS,Regular,Desktop,True,3.0,2023-01-07 20:23:00
ORD-2023028687,CUST-177411,Sophie Wagner,PROD-18340,Samsung Plus 7282,Books,1.0,352.06,14.8,0.19,789.08,Bank Transfer,COMPLETED,2023-03-07,Stuttgart,DE,express,2025-05-21,Shipped,WH-HAM,New,MOBILE,False,3.0,2023-06-18 05:13:00
ORD-2023028688,CUST-113675,Sabine Agyeman,PROD-21006,Samsung Pro 2783,Clothing,3.0,302.84,0.0,0.19,723.78,paypal,Completed,04 May 2025,Cologne,Deutschland,Standard,2024-04-02,In Transit,WH-BER,Regular,Mobile,False,2.0,2023-05-15 01:35:00
ORD-2023028689,CUST-778748,Michael Wolf,PROD-77999,Nike Pro 4500,Beauty,2.0,531.55,2.3,0.19,353.54,paypal,completed,2025-01-09,Frankfurt,Germany,Pickup,02/28/2024,DELIVERED,WH-DRS,Budget,mobile,True,2.0,2023-11-19 06:32:00
ORD-2023028690,CUST-512077,David Hoffmann,PROD-35939,IKEA Max 3806,Home,1.0,485.08,0.0,0.07,1581.08,Klarna,Completed,2023-05-30,Hanover,DE,express,2023-09-04,Pending,WH-HAM,Premium,Mobile,True,,2023-02-25 06:43:00
ORD-2023028691,CUST-488988,Lukas Wolf,PROD-18371,Samsung Plus 1774,Food,1.0,333.77,0.0,0.19,1420.31,Credit Card,completed,2024-04-09,Nuremberg,Deutschland,Next Day,2023-09-13,Delivered,WH-MUC,Regular,Tablet,False,3.0,2023-02-08 10:35:00
ORD-2023028692,CUST-413619,Michael Hoffmann,PROD-58334,Bosch Plus 2229,Electronics,6.0,402.78,0.0,0.19,929.05,Credit Card,Completed,26-10-2024,Dusseldorf,GERMANY,standard,2025-04-04,In Transit,WH-MUC,VIP,Mobile,True,,2023-04-20 12:44:00
ORD-2023028693,CUST-190745,Lisa Meyer,PROD-48596,Nike Pro 3498,Beauty,2.0,321.9,0.0,0.07,137.72,paypal,Refunded,2024-02-14,Hanover,DE,Express,2024-05-21,Shipped,WH-BER,New,Mobile,True,5.0,2023-08-06 05:47:00
ORD-2023028694,CUST-843397,Anna Bauer,PROD-23175,Apple Pro 4984,Electronics,3.0,186.95,26.26,0.19,1850.74,credit_card,completed,2023-11-13,Dortmund,DE,Standard,07/29/2023,Pending,WH-DRS,Regular,MOBILE,False,,2023-10-20 11:34:00
ORD-2023028695,CUST-194682,Anna Wagner,PROD-33487,Bosch Plus 4805,Electronics,1.0,252.76,2.47,0.19,1911.39,PayPal,COMPLETED,2023-05-31,Essen,Germany,Pickup,20-05-2023,Delivered,WH-DRS,Budget,Desktop,False,4.0,2023-06-17 19:21:00
ORD-2023028696,CUST-838281,Emma Mensah,PROD-15509,Nike Pro 4458,Clothing,2.0,769.42,0.0,0.19,838.78,Klarna,Completed,2023-01-12,Stuttgart,Germany,Standard,2023-06-29,In Transit,WH-BER,Budget,MOBILE,False,,2023-08-26 17:41:00
ORD-2023028697,CUST-981562,Mia Sowah,PROD-64499,IKEA Pro 6803,Food,3.0,167.31,19.48,0.19,1575.28,credit_card,completed,2023-01-23,Essen,GERMANY,express,2023-09-11,Cancelled,WH-HAM,Regular,MOBILE,False,5.0,2023-07-23 21:12:00
ORD-2023028698,CUST-335715,Hanna Richter,PROD-55530,Apple Max 168,Home,2.0,853.77,10.94,0.07,1477.76,Invoice,COMPLETED,2025-11-07,Munich,Germany,Pickup,25-02-2023,Cancelled,WH-CGN,New,MOBILE,True,1.0,2023-12-03 02:18:00
ORD-2023028699,CUST-395900,David Meyer,PROD-37977,Samsung Plus 5692,Electronics,2.0,654.29,23.35,0.07,732.47,Credit Card,Failed,2023-05-02,Leipzig,Germany,Next Day,2024-04-29,Cancelled,WH-HAM,Budget,Desktop,False,4.0,2023-04-08 09:59:00
ORD-2023028700,CUST-101662,Emma Agyeman,PROD-32013,Apple Pro 4315,Home,1.0,776.92,0.0,0.19,96.84,Klarna,Refunded,2023-05-03,Stuttgart,Deutschland,Pickup,2025-02-20,Pending,WH-HAM,VIP,Desktop,True,2.0,2023-11-25 19:33:00
ORD-2023028701,CUST-947000,Emma Klein,PROD-80861,Bosch Pro 8747,Sports,4.0,590.83,0.0,0.07,112.56,Invoice,Pending,05/28/2023,Munich,Germany,standard,2025-04-08,delivered,WH-CGN,Regular,Desktop,True,,2023-11-27 00:44:00
ORD-2023028702,CUST-568735,Christina Wolf,PROD-79098,Samsung Pro 8349,Beauty,2.0,163.82,7.24,0.19,1202.7,Bank Transfer,Failed,2025-04-02,Hanover,Germany,Pickup,2025-02-12,In Transit,WH-CGN,Budget,MOBILE,True,,2023-03-03 17:22:00
ORD-2023028703,CUST-667965,Paul Muller,PROD-45268,Bosch Max 4939,Food,2.0,780.69,28.79,0.19,983.24,Credit Card,Failed,04/02/2024,Stuttgart,GERMANY,standard,2025-03-12,In Transit,WH-CGN,Premium,mobile,False,1.0,2023-06-25 18:05:00
ORD-2023028704,CUST-439666,Daniel Richter,PROD-60495,Apple Max 9499,Books,4.0,694.3,6.8,0.19,333.38,Bank Transfer,Pending,2025-06-17,Hamburg,Deutschland,Next Day,03 May 2024,In Transit,WH-DRS,Regular,Mobile,False,2.0,2023-08-06 22:47:00
ORD-2023028705,CUST-205456,Andreas Boateng,PROD-91523,Adidas Max 6206,Food,5.0,344.12,3.81,0.19,1762.26,credit_card,Refunded,25-06-2025,Frankfurt,GERMANY,Next Day,05/11/2024,Shipped,WH-MUC,Regular,mobile,False,,2023-03-09 00:31:00
ORD-2023028706,CUST-518196,Lukas Wolf,PROD-76222,Samsung Plus 983,Electronics,6.0,316.54,8.7,0.19,1293.37,Invoice,COMPLETED,07/13/2025,Munich,Deutschland,Standard,2025-08-22,delivered,WH-DRS,New,MOBILE,True,,2023-03-17 21:11:00
ORD-2023028707,CUST-743949,Lisa Becker,PROD-90750,Samsung Pro 4040,Home,5.0,487.85,0.99,0.19,369.01,Invoice,Failed,2024-11-13,Nuremberg,GERMANY,Express,2025-06-03,Cancelled,WH-FRA,VIP,Tablet,True,5.0,2023-03-28 19:57:00
ORD-2023028708,CUST-957677,Sarah Schmidt,PROD-84152,Samsung Pro 8654,Toys,5.0,246.07,0.0,0.19,433.13,paypal,pending,02/10/2024,Bremen,GERMANY,express,2025-10-06,Cancelled,WH-HAM,Premium,MOBILE,False,4.0,2023-03-27 20:10:00
